pts,elo_i,opp_pts,elo_n
59,1413.3431,55,1423.1067
55,1450.2151,59,1440.4515
75,1314.2174,61,1330.6771
61,1486.6708,75,1470.2111
63,1444.0375,72,1435.5679
72,1380.4819,63,1388.9515
79,1388.9515,77,1396.6074
77,1435.5679,79,1427.912
62,1423.1067,78,1414.9713
78,1454.2875,62,1462.4229
72,1470.2111,48,1476.4993
48,1330.6771,72,1324.3889
61,1229.9244,70,1227.6887
70,1440.4515,61,1442.6873
63,1396.6074,57,1407.9513
57,1414.9713,63,1403.6274
59,1442.6873,82,1428.7037
82,1407.9513,59,1421.9348
74,1428.7037,81,1423.8926
81,1462.4229,74,1467.234
68,1427.912,71,1420.0409
71,1423.8926,68,1431.7637
50,1476.4993,56,1457.5872
56,1227.6887,50,1246.6008
54,1421.9348,61,1406.804
61,1324.3889,54,1339.5198
74,1403.6274,58,1419.5917
58,1339.5198,74,1323.5555
58,1419.5917,72,1401.719
72,1420.0409,58,1437.9136
60,1246.6008,69,1244.4879
69,1467.234,60,1469.3469
72,1431.7637,54,1437.8147
54,1323.5555,72,1317.5045
68,1317.5045,77,1307.3844
77,1406.804,68,1416.9241
74,1437.9136,78,1434.0548
78,1457.5872,74,1461.4459
94,1437.8147,61,1453.9052
61,1244.4879,94,1228.3975
73,1228.3975,75,1227.0356
75,1401.719,73,1403.0808
60,1416.9241,66,1405.7245
66,1403.0808,60,1414.2804
60,1461.4459,62,1458.1167
62,1453.9052,60,1457.2344
71,1469.3469,95,1454.9012
95,1434.0548,71,1448.5005
79,1227.0356,69,1244.9475
69,1307.3844,79,1289.4725
64,1289.4725,66,1287.7102
66,1414.2804,64,1416.0427
62,1244.9475,68,1239.8739
68,1448.5005,62,1453.5741
66,1405.7245,60,1418.1349
60,1457.2344,66,1444.824
54,1454.9012,48,1460.1292
48,1458.1167,54,1452.8888
78,1452.8888,85,1439.9753
85,1418.1349,78,1431.0483
62,1239.8739,78,1229.4822
78,1416.0427,62,1426.4344
108,1426.4344,69,1433.0016
69,1229.4822,108,1222.915
77,1460.1292,72,1464.6851
72,1453.5741,77,1449.0182
74,1222.915,100,1218.7644
100,1449.0182,74,1453.1688
60,1431.0483,72,1416.4406
72,1464.6851,60,1479.2928
71,1444.824,77,1433.9106
77,1439.9753,71,1450.8887
57,1287.7102,68,1278.4613
68,1433.0016,57,1442.2505
86,1479.2928,64,1488.1107
64,1218.7644,86,1209.9465
67,1433.9106,54,1441.462
54,1416.4406,67,1408.8892
80,1450.8887,74,1455.1427
74,1408.8892,80,1404.6351
68,1278.4613,80,1275.0083
80,1442.2505,68,1445.7035
79,1488.1107,60,1490.5828
60,1209.9465,79,1207.4745
78,1455.1427,80,1448.1478
80,1441.462,78,1448.4569
63,1207.4745,86,1203.9227
86,1445.7035,63,1449.2552
86,1449.2552,96,1442.4573
96,1453.1688,86,1459.9668
69,1404.6351,60,1408.0973
60,1275.0083,69,1271.5461
80,1448.1478,74,1458.9172
74,1448.4569,80,1437.6875
79,1271.5461,73,1275.3085
73,1203.9227,79,1200.1604
78,1442.4573,47,1455.2257
47,1408.0973,78,1395.3289
58,1275.3085,72,1272.4315
72,1490.5828,58,1493.4597
85,1200.1604,79,1219.4104
79,1458.9172,85,1439.6672
69,1437.6875,63,1443.3657
63,1459.9668,69,1454.2886
75,1493.4597,79,1483.6603
79,1455.2257,75,1465.0251
76,1272.4315,79,1268.3983
79,1454.2886,76,1458.3218
74,1465.0251,82,1458.2703
82,1439.6672,74,1446.4221
84,1395.3289,76,1404.0222
76,1483.6603,84,1474.9669
69,1219.4104,78,1217.3364
78,1443.3657,69,1445.4397
92,1446.4221,73,1455.6591
73,1217.3364,92,1208.0995
85,1474.9669,72,1482.5466
72,1458.3218,85,1450.7421
97,1455.6591,77,1467.2037
77,1268.3983,97,1256.8536
71,1458.2703,80,1451.4072
80,1445.4397,71,1452.3027
83,1404.0222,71,1413.4845
71,1450.7421,83,1441.2798
66,1482.5466,73,1470.3102
73,1467.2037,66,1479.4402
97,1441.2798,70,1456.5886
70,1470.3102,97,1455.0013
80,1479.4402,89,1470.89
89,1413.4845,80,1422.0347
94,1452.3027,92,1453.5093
92,1256.8536,94,1255.6471
83,1255.6471,69,1285.2273
69,1470.89,83,1441.3098
56,1451.4072,78,1427.4135
78,1456.5886,56,1480.5824
83,1422.0347,82,1424.5659
82,1208.0995,83,1205.5682
61,1455.0013,82,1443.6302
82,1453.5093,61,1464.8804
62,1480.5824,65,1472.9095
65,1285.2273,62,1292.9001
75,1443.6302,76,1440.9083
76,1441.3098,75,1444.0317
76,1424.5659,66,1431.5706
66,1427.4135,76,1420.4088
84,1472.9095,75,1479.1697
75,1464.8804,84,1458.6202
82,1431.5706,62,1437.127
62,1292.9001,82,1287.3438
68,1458.6202,71,1451.4921
71,1287.3438,68,1294.4719
68,1294.4719,81,1291.2261
81,1479.1697,68,1482.4155
64,1440.9083,69,1435.7799
69,1420.4088,64,1425.5372
89,1444.0317,81,1445.8141
81,1205.5682,89,1203.7859
79,1437.127,93,1419.6866
93,1445.8141,79,1463.2544
69,1203.7859,75,1199.6451
75,1451.4921,69,1455.6328
82,1455.6328,73,1467.9901
73,1425.5372,82,1413.1799
54,1435.7799,71,1417.0306
71,1463.2544,54,1482.0037
86,1482.4155,83,1486.1351
83,1482.0037,86,1478.2841
74,1467.9901,92,1455.5248
92,1419.6866,74,1432.152
64,1486.1351,62,1488.6462
62,1432.152,64,1429.6409
58,1478.2841,51,1482.4277
51,1413.1799,58,1409.0363
64,1199.6451,86,1181.5891
86,1291.2261,64,1309.2821
86,1417.0306,69,1428.5453
69,1455.5248,86,1444.0101
76,1428.5453,62,1440.5103
62,1309.2821,76,1297.3171
78,1181.5891,100,1172.2281
100,1429.6409,78,1439.0018
67,1172.2281,82,1169.9991
82,1440.5103,67,1442.7393
64,1488.6462,71,1475.3416
71,1442.7393,64,1456.0439
77,1297.3171,72,1312.5914
72,1482.4277,77,1467.1534
57,1169.9991,88,1166.3071
88,1439.0018,57,1442.6938
80,1444.0101,91,1427.0978
91,1409.0363,80,1425.9486
58,1166.3071,75,1164.3934
75,1475.3416,58,1477.2552
75,1427.0978,63,1436.3046
63,1467.1534,75,1457.9467
82,1425.9486,103,1416.0919
103,1456.0439,82,1465.9006
82,1436.3046,70,1453.5326
70,1457.9467,82,1440.7186
70,1465.9006,74,1461.199
74,1440.7186,70,1445.4203
60,1453.5326,58,1456.6012
58,1442.6938,60,1439.6252
75,1477.2552,72,1484.3137
72,1445.4203,75,1438.3618
64,1456.6012,65,1450.6949
65,1439.6252,64,1445.5315
85,1484.3137,81,1487.3818
81,1416.0919,85,1413.0238
84,1445.5315,56,1459.7136
56,1450.6949,84,1436.5128
79,1438.3618,72,1445.9944
72,1312.5914,79,1304.9589
69,1487.3818,79,1477.962
79,1413.0238,69,1422.4436
56,1436.5128,51,1446.9774
51,1459.7136,56,1449.249
81,1304.9589,77,1312.2666
77,1445.9944,81,1438.6866
77,1422.4436,84,1418.1036
84,1477.962,77,1482.302
69,1446.9774,62,1452.6415
62,1449.249,69,1443.585
74,1312.2666,81,1304.6532
81,1438.6866,74,1446.3
84,1443.585,61,1456.1172
61,1452.6415,84,1440.1093
46,1440.1093,85,1404.9396
85,1456.1172,46,1491.2869
73,1482.302,67,1491.9365
67,1446.3,73,1436.6655
72,1436.6655,89,1429.1002
89,1491.9365,72,1499.5018
71,1491.2869,60,1498.8964
60,1499.5018,71,1491.8923
63,1498.8964,66,1490.9568
66,1491.8923,63,1499.8319
72,1499.8319,70,1502.9276
70,1490.9568,72,1487.8611
78,1502.9276,75,1506.4109
75,1487.8611,78,1484.3778
91,1484.3778,82,1491.5179
82,1506.4109,91,1499.2708
73,1491.5179,88,1482.8484
88,1499.2708,73,1507.9403
80,1429.9547,84,1424.4431
84,1366,80,1371.5116
76,1495,80,1484.7529
80,1439.8278,76,1450.0748
70,1488.3862,77,1482.3667
77,1472.1492,70,1478.1687
84,1527,72,1542.2545
72,1507.2052,84,1491.9507
73,1354.7399,94,1348.6487
94,1482.3667,73,1488.4579
95,1249.545,99,1245.8417
99,1478.1687,95,1481.8721
71,1371.5116,87,1356.3263
87,1450.0748,71,1465.2601
69,1491.9507,82,1482.1023
82,1448.0752,69,1457.9236
69,1488.4579,56,1495.179
56,1245.8417,69,1239.1206
58,1356.3263,69,1353.3118
69,1535,58,1538.0145
55,1484.7529,65,1475.8389
65,1424.4431,55,1433.3572
62,1542.2545,67,1536.2078
67,1481.8721,62,1487.9188
85,1348.6487,77,1359.3345
77,1495.179,85,1484.4932
78,1482.1023,77,1487.6229
77,1475.8389,78,1470.3182
77,1359.3345,55,1382.0542
55,1536.2078,77,1513.488
64,1353.3118,65,1349.7651
65,1487.6229,64,1491.1696
92,1484.4932,84,1486.2069
84,1239.1206,92,1237.4069
56,1465.2601,60,1460.4232
60,1433.3572,56,1438.1941
73,1487.9188,66,1494.8546
66,1538.0145,73,1531.0787
70,1494.8546,68,1501.5051
68,1491.1696,70,1484.519
77,1513.488,68,1524.9596
68,1460.4232,77,1448.9517
83,1531.0787,75,1542.0715
75,1486.2069,83,1475.2141
87,1470.3182,90,1461.7795
90,1237.4069,87,1245.9456
84,1382.0542,75,1391.0743
75,1461.7795,84,1452.7594
72,1349.7651,79,1346.422
79,1457.9236,72,1461.2667
91,1448.9517,87,1453.8633
87,1484.519,91,1479.6074
67,1245.9456,90,1237.6326
90,1524.9596,67,1533.2726
63,1391.0743,95,1383.7911
95,1542.0715,63,1549.3547
76,1438.1941,75,1441.3522
75,1475.2141,76,1472.056
71,1452.7594,80,1447.5729
80,1501.5051,71,1506.6917
79,1447.5729,73,1450.7573
73,1346.422,79,1343.2375
92,1549.3547,75,1558.4391
75,1533.2726,92,1524.1882
90,1472.056,82,1480.1963
82,1343.2375,90,1335.0973
75,1558.4391,63,1563.1484
63,1453.8633,75,1449.1539
74,1383.7911,79,1380.1962
79,1441.3522,74,1444.9471
72,1480.1963,80,1473.3239
80,1450.7573,72,1457.6298
72,1524.1882,74,1514.5474
74,1380.1962,72,1389.837
73,1506.6917,62,1519.4764
62,1449.1539,73,1436.3691
55,1479.6074,67,1461.3345
67,1436.3691,55,1454.6421
71,1335.0973,83,1331.1409
83,1473.3239,71,1477.2803
103,1563.1484,74,1570.9006
74,1237.6326,103,1229.8804
82,1444.9471,72,1460.0862
72,1461.3345,82,1446.1954
75,1389.837,70,1393.4124
70,1331.1409,75,1327.5656
81,1461.2667,85,1453.8186
85,1514.5474,81,1521.9955
86,1477.2803,91,1472.1047
91,1454.6421,86,1459.8176
110,1327.5656,107,1333.2039
107,1229.8804,110,1224.2421
64,1460.0862,85,1435.5372
85,1446.1954,64,1470.7444
90,1519.4764,75,1524.355
75,1393.4124,90,1388.5338
69,1457.6298,70,1451.9425
70,1453.8186,69,1459.5059
81,1470.7444,94,1464.2931
94,1521.9955,81,1528.4468
77,1570.9006,80,1562.0442
80,1524.355,77,1533.2114
71,1533.2114,68,1537.9188
68,1388.5338,71,1383.8264
88,1528.4468,82,1533.7102
82,1333.2039,88,1327.9404
80,1472.1047,90,1456.8038
90,1451.9425,80,1467.2434
90,1464.2931,108,1457.912
108,1562.0442,90,1568.4253
89,1224.2421,117,1221.5316
117,1533.7102,89,1536.4207
69,1457.912,64,1462.799
64,1467.2434,69,1462.3564
66,1383.8264,81,1372.4642
81,1327.9404,66,1339.3026
81,1537.9188,73,1547.6379
73,1456.8038,81,1447.0847
82,1221.5316,84,1220.4431
84,1435.5372,82,1436.6257
80,1459.8176,70,1466.8127
70,1462.3564,80,1455.3613
91,1462.799,71,1471.7952
71,1220.4431,91,1211.4469
103,1459.5059,105,1457.5931
105,1568.4253,103,1570.338
87,1536.4207,71,1550.4899
71,1436.6257,87,1422.5565
94,1547.6379,76,1551.1792
76,1339.3026,94,1335.7614
80,1455.3613,74,1458.8513
74,1372.4642,80,1368.9742
67,1447.0847,88,1440.1847
88,1550.4899,67,1557.3899
94,1557.3899,84,1564.6674
84,1368.9742,94,1361.6968
68,1440.1847,74,1435.4177
74,1457.5931,68,1462.3601
77,1458.8513,62,1471.1934
62,1335.7614,77,1323.4193
88,1466.8127,61,1477.272
61,1211.4469,88,1200.9877
74,1564.6674,84,1554.5376
84,1471.1934,74,1481.3231
72,1477.272,73,1473.1265
73,1570.338,72,1574.4835
72,1422.5565,61,1431.2598
61,1462.3601,72,1453.6569
63,1200.9877,75,1199.7953
75,1551.1792,63,1552.3716
90,1471.7952,78,1475.5448
78,1323.4193,90,1319.6697
88,1361.6968,87,1368.5604
87,1435.4177,88,1428.5541
61,1199.7953,66,1197.5776
66,1552.3716,61,1554.5892
100,1554.5376,104,1548.1927
104,1453.6569,100,1460.0017
66,1473.1265,63,1474.8799
63,1319.6697,66,1317.9163
70,1368.5604,63,1374.917
63,1197.5776,70,1191.2211
101,1428.5541,105,1426.4895
105,1574.4835,101,1576.5481
62,1481.3231,76,1470.7209
76,1431.2598,62,1441.8619
83,1554.5892,82,1556.4486
82,1475.5448,83,1473.6854
88,1460.0017,79,1473.9741
79,1470.7209,88,1456.7485
68,1441.8619,78,1437.6993
78,1548.1927,68,1552.3553
79,1374.917,87,1368.9088
87,1576.5481,79,1582.5563
78,1556.4486,94,1534.6477
94,1317.9163,78,1339.7172
90,1191.2211,89,1203.7969
89,1582.5563,90,1569.9805
70,1456.7485,60,1463.0984
60,1437.6993,70,1431.3495
83,1552.3553,94,1536.2316
94,1534.6477,83,1550.7715
74,1203.7969,83,1202.2112
83,1474.8799,74,1476.4656
78,1426.4895,83,1418.0336
83,1473.6854,78,1482.1414
92,1482.1414,91,1484.1418
91,1418.0336,92,1416.0331
74,1476.4656,63,1481.652
63,1202.2112,74,1197.0248
70,1463.0984,78,1457.3334
78,1473.9741,70,1479.7391
75,1569.9805,96,1544.0371
96,1536.2316,75,1562.1749
88,1431.3495,83,1438.8971
83,1550.7715,88,1543.2239
72,1481.652,71,1484.3759
71,1484.1418,72,1481.418
87,1543.2239,63,1550.7701
63,1438.8971,87,1431.3508
78,1457.3334,89,1443.2194
89,1484.3759,78,1498.4899
58,1544.0371,67,1538.0564
67,1562.1749,58,1568.1556
75,1479.7391,70,1489.5796
70,1481.418,75,1471.5775
79,1431.3508,83,1425.8721
83,1368.9088,79,1374.3876
74,1339.7172,80,1333.5692
80,1498.4899,74,1504.6378
75,1333.5692,88,1329.3984
88,1471.5775,75,1475.7483
85,1538.0564,78,1548.1226
78,1489.5796,85,1479.5134
74,1416.0331,61,1424.5607
61,1425.8721,74,1417.3445
61,1329.3984,79,1326.4135
79,1568.1556,61,1571.1406
92,1550.7701,81,1554.7571
81,1424.5607,92,1420.5737
85,1417.3445,82,1426.4784
82,1475.7483,85,1466.6144
61,1197.0248,76,1189.7635
76,1443.2194,61,1450.4806
63,1374.3876,74,1363.0594
74,1466.6144,63,1477.9425
67,1326.4135,71,1321.2668
71,1479.5134,67,1484.66
78,1504.6378,87,1495.467
87,1420.5737,78,1429.7445
88,1495.467,79,1500.1715
79,1426.4784,88,1421.7739
90,1189.7635,94,1186.2511
94,1429.7445,90,1433.257
84,1548.1226,64,1554.9891
64,1450.4806,84,1443.614
69,1554.7571,60,1557.2385
60,1363.0594,69,1360.578
77,1360.578,75,1366.1342
75,1500.1715,77,1494.6154
83,1554.9891,78,1561.7349
78,1443.614,83,1436.8684
84,1484.66,94,1480.0592
94,1571.1406,84,1575.7415
84,1561.7349,71,1568.5243
71,1321.2668,84,1314.4774
72,1433.257,64,1443.7993
64,1575.7415,72,1565.1991
79,1565.1991,97,1551.5757
97,1494.6154,79,1508.2388
77,1186.2511,102,1184.5156
102,1557.2385,77,1558.974
96,1477.9425,89,1483.6027
89,1480.0592,96,1474.399
71,1314.4774,60,1326.4113
60,1436.8684,71,1424.9346
109,1421.7739,99,1427.6115
99,1184.5156,109,1178.6781
70,1474.399,64,1486.2393
64,1508.2388,70,1496.3986
77,1366.1342,80,1363.5448
80,1443.7993,77,1446.3887
88,1483.6027,83,1486.4458
83,1178.6781,88,1175.835
90,1568.5243,82,1571.5679
82,1427.6115,90,1424.5679
74,1424.9346,88,1420.4642
88,1558.974,74,1563.4443
84,1486.2393,73,1490.2997
73,1363.5448,84,1359.4844
91,1420.4642,73,1438.1783
73,1563.4443,91,1545.7302
90,1571.5679,99,1564.4897
99,1551.5757,90,1558.6538
65,1326.4113,75,1322.0723
75,1424.5679,65,1428.9069
74,1359.4844,76,1355.1859
76,1490.2997,74,1494.5981
88,1486.4458,98,1458.1956
98,1175.835,88,1204.0852
91,1558.6538,68,1570.021
68,1545.7302,91,1534.363
74,1564.4897,77,1559.5376
77,1496.3986,74,1501.3507
89,1559.5376,100,1548.4718
100,1458.1956,89,1469.2614
94,1446.3887,91,1448.433
91,1322.0723,94,1320.028
89,1204.0852,101,1199.0293
101,1494.5981,89,1499.6541
81,1534.363,68,1546.371
68,1428.9069,81,1416.8989
67,1199.0293,69,1197.5355
69,1355.1859,67,1356.6797
72,1469.2614,67,1471.9954
67,1356.6797,72,1353.9457
72,1438.1783,92,1432.4192
92,1570.021,72,1575.7802
80,1448.433,88,1443.6904
88,1501.3507,80,1506.0933
77,1197.5355,78,1193.8218
78,1320.028,77,1323.7417
106,1548.4718,83,1554.8334
83,1416.8989,106,1410.5374
92,1546.371,90,1548.9705
90,1499.6541,92,1497.0546
79,1506.0933,81,1502.7422
81,1497.0546,79,1500.4056
69,1432.4192,90,1403.3011
90,1353.9457,69,1383.0637
89,1554.8334,64,1571.0012
64,1410.5374,89,1394.3695
69,1471.9954,75,1464.5746
75,1383.0637,69,1390.4845
63,1323.7417,58,1332.9331
58,1502.7422,63,1493.5508
84,1548.9705,78,1556.5536
78,1443.6904,84,1436.1073
115,1500.4056,104,1504.8168
104,1193.8218,115,1189.4106
101,1575.7802,76,1580.951
76,1394.3695,101,1389.1986
88,1464.5746,68,1493.6505
68,1556.5536,88,1527.4777
93,1493.6505,88,1497.2458
88,1436.1073,93,1432.512
62,1571.0012,73,1553.947
73,1332.9331,62,1349.9873
89,1504.8168,78,1509.033
78,1189.4106,89,1185.1945
67,1390.4845,69,1385.707
69,1493.5508,67,1498.3282
81,1498.3282,83,1491.5835
83,1497.2458,81,1503.9906
67,1432.512,73,1420.8206
73,1403.3011,67,1414.9926
69,1385.707,87,1364.4827
87,1185.1945,69,1206.4188
88,1553.947,91,1545.1287
91,1509.033,88,1517.8513
64,1389.1986,59,1398.7538
59,1580.951,64,1571.3959
81,1349.9873,89,1347.4856
89,1527.4777,81,1529.9794
90,1545.1287,75,1562.373
75,1517.8513,90,1500.6069
80,1414.9926,78,1417.3448
78,1347.4856,80,1345.1333
58,1398.7538,74,1394.7767
74,1571.3959,58,1575.3729
94,1529.9794,83,1538.493
83,1364.4827,94,1355.969
67,1206.4188,90,1200.2913
90,1345.1333,67,1351.2609
71,1420.8206,83,1416.9329
83,1562.373,71,1566.2607
92,1538.493,106,1528.5487
106,1503.9906,92,1513.9349
64,1200.2913,98,1198.1748
98,1575.3729,64,1577.4894
64,1355.969,81,1350.9199
81,1491.5835,64,1496.6326
75,1500.6069,66,1510.1331
66,1394.7767,75,1385.2506
102,1566.2607,85,1583.5656
85,1513.9349,102,1496.6301
79,1350.9199,104,1329.2904
104,1416.9329,79,1438.5624
61,1351.2609,88,1335.1599
88,1510.1331,61,1526.234
86,1329.2904,94,1323.1564
94,1526.234,86,1532.368
94,1438.5624,87,1445.7245
87,1496.6301,94,1489.468
73,1583.5656,62,1586.7905
62,1417.3448,73,1414.1199
79,1385.2506,76,1386.7124
76,1198.1748,79,1196.713
75,1528.5487,73,1531.3352
73,1496.6326,75,1493.8461
70,1531.3352,92,1519.7172
92,1532.368,70,1543.9861
76,1414.1199,56,1417.7405
56,1196.713,76,1193.0924
75,1577.4894,66,1579.3588
66,1335.1599,75,1333.2905
71,1493.8461,79,1477.1486
79,1386.7124,71,1403.4099
83,1323.1564,89,1314.8535
89,1403.4099,83,1411.7128
56,1333.2905,81,1322.9443
81,1579.3588,56,1589.705
74,1193.0924,86,1190.985
86,1445.7245,74,1447.8319
104,1417.7405,96,1435.1726
96,1543.9861,104,1526.554
70,1586.7905,66,1589.9247
66,1322.9443,70,1319.8102
82,1489.468,68,1497.5818
68,1477.1486,82,1469.0348
83,1589.705,65,1594.4545
65,1435.1726,83,1430.4231
72,1526.554,92,1511.433
92,1447.8319,72,1462.9529
88,1519.7172,81,1522.7235
81,1190.985,88,1187.9786
84,1589.9247,74,1597.5289
74,1411.7128,84,1404.1085
86,1511.433,76,1518.4553
76,1314.8535,86,1307.8312
89,1187.9786,86,1198.3186
86,1497.5818,89,1487.2418
103,1597.5289,98,1600.0469
98,1469.0348,103,1466.5168
95,1522.7235,64,1527.7433
64,1307.8312,95,1302.8114
81,1600.0469,80,1603.1184
80,1430.4231,81,1427.3516
71,1462.9529,89,1457.5884
89,1594.4545,71,1599.819
97,1527.7433,93,1534.9955
93,1466.5168,97,1459.2646
73,1404.1085,91,1377.5669
91,1319.8102,73,1346.3518
69,1198.3186,54,1222.9286
54,1302.8114,69,1278.2014
77,1518.4553,86,1502.4517
86,1457.5884,77,1473.592
53,1377.5669,65,1368.6931
65,1346.3518,53,1355.2256
86,1534.9955,96,1526.521
96,1487.2418,86,1495.7163
88,1427.3516,80,1434.7202
80,1473.592,88,1466.2234
49,1502.4517,84,1492.1765
84,1599.819,49,1610.0941
77,1222.9286,89,1220.6166
89,1459.2646,77,1461.5767
89,1495.7163,95,1475.9066
95,1220.6166,89,1240.4263
96,1461.5767,102,1456.5277
102,1466.2234,96,1471.2723
91,1278.2014,90,1284.6344
90,1526.521,91,1520.088
83,1492.1765,65,1497.7698
65,1368.6931,83,1363.0999
77,1355.2256,63,1367.1337
63,1434.7202,77,1422.8121
87,1497.7698,81,1500.5057
81,1367.1337,87,1364.3977
78,1471.2723,73,1480.6417
73,1456.5277,78,1447.1583
85,1284.6344,91,1278.4106
91,1240.4263,85,1246.65
90,1603.1184,86,1605.3964
86,1475.9066,90,1473.6287
73,1422.8121,86,1412.3123
86,1363.0999,73,1373.5997
78,1412.3123,93,1396.8783
93,1473.6287,78,1489.0626
79,1520.088,84,1517.0225
84,1610.0941,79,1613.1597
68,1278.4106,76,1275.1365
76,1605.3964,68,1608.6705
69,1517.0225,83,1501.5771
83,1364.3977,69,1379.843
93,1480.6417,86,1482.3356
86,1246.65,93,1244.9562
77,1500.5057,67,1507.0782
67,1489.0626,77,1482.4901
79,1396.8783,82,1393.4142
82,1613.1597,79,1616.6238
83,1501.5771,57,1508.8843
57,1379.843,83,1372.5359
84,1482.4901,76,1484.6127
76,1275.1365,84,1273.0139
76,1482.3356,78,1478.0953
78,1616.6238,76,1620.864
88,1244.9562,80,1263.8334
80,1608.6705,88,1589.7933
65,1373.5997,74,1365.0912
74,1508.8843,65,1517.3928
64,1372.5359,75,1361.5438
75,1273.0139,64,1284.006
75,1361.5438,87,1357.2614
87,1484.6127,75,1488.8951
91,1507.0782,75,1514.767
75,1263.8334,91,1256.1447
61,1393.4142,80,1389.4869
80,1589.7933,61,1593.7206
83,1447.1583,73,1464.6285
73,1517.3928,83,1499.9226
72,1499.9226,82,1489.1436
82,1389.4869,72,1400.2661
74,1620.864,85,1604.3101
85,1593.7206,74,1610.2745
87,1514.767,75,1528.6141
75,1464.6285,87,1450.7814
74,1365.0912,77,1359.7651
77,1478.0953,74,1483.4214
95,1284.006,83,1300.4303
83,1488.8951,95,1472.4708
90,1357.2614,73,1373.3462
73,1483.4214,90,1467.3365
75,1359.7651,73,1369.917
73,1528.6141,75,1518.4623
87,1467.3365,89,1463.0736
89,1400.2661,87,1404.5291
97,1610.2745,65,1612.5686
65,1256.1447,97,1253.8506
67,1404.5291,70,1396.0306
70,1373.3462,67,1381.8446
83,1369.917,95,1357.4497
95,1450.7814,83,1463.2487
99,1489.1436,94,1496.7981
94,1612.5686,99,1604.9141
90,1604.9141,76,1616.2831
76,1472.4708,90,1461.1018
75,1463.2487,95,1457.7618
95,1604.3101,75,1609.7969
87,1381.8446,108,1374.1322
108,1463.0736,87,1470.786
94,1300.4303,77,1308.3158
77,1253.8506,94,1245.9651
105,1518.4623,97,1527.2543
97,1609.7969,105,1601.0049
85,1457.7618,58,1467.9053
58,1396.0306,85,1385.8872
78,1374.1322,91,1360.5829
91,1245.9651,78,1259.5144
87,1616.2831,73,1621.9132
73,1527.2543,87,1521.6241
73,1461.1018,74,1457.0055
74,1357.4497,73,1361.546
91,1470.786,88,1479.1644
88,1496.7981,91,1488.4197
73,1467.9053,82,1458.8057
82,1385.8872,73,1394.9868
91,1601.0049,74,1605.8357
74,1457.0055,91,1452.1747
83,1521.6241,69,1526.2708
69,1394.9868,83,1390.3402
69,1360.5829,82,1347.9486
82,1452.1747,69,1464.809
75,1361.546,79,1358.8898
79,1458.8057,75,1461.4619
79,1488.4197,91,1484.3636
91,1621.9132,79,1625.9692
84,1390.3402,68,1403.1068
68,1464.809,84,1452.0424
90,1605.8357,71,1613.089
71,1526.2708,90,1519.0175
102,1259.5144,100,1270.1552
100,1452.0424,102,1441.4016
82,1461.4619,86,1457.5684
86,1479.1644,82,1483.058
63,1358.8898,68,1355.4567
68,1625.9692,63,1629.4023
71,1308.3158,85,1303.1156
85,1613.089,71,1618.2892
53,1347.9486,65,1342.6592
65,1629.4023,53,1634.6918
87,1303.1156,77,1324.283
77,1457.5684,87,1436.401
94,1618.2892,80,1622.4391
80,1270.1552,94,1266.0052
73,1342.6592,87,1340.8033
87,1634.6918,73,1636.5476
63,1355.4567,59,1363.3254
59,1519.0175,63,1511.1487
88,1441.4016,92,1437.9381
92,1484.3636,88,1487.8271
72,1340.8033,95,1335.6281
95,1511.1487,72,1516.324
70,1363.3254,64,1375.3571
64,1403.1068,70,1391.0752
74,1335.6281,68,1340.5277
68,1324.283,74,1319.3833
101,1622.4391,74,1636.7938
74,1436.401,101,1422.0463
92,1636.5476,86,1638.9725
86,1483.058,92,1480.6331
102,1516.324,85,1534.5919
85,1480.6331,102,1462.3651
77,1375.3571,83,1362.8021
83,1319.3833,77,1331.9382
100,1487.8271,88,1490.3363
88,1266.0052,100,1263.4961
87,1534.5919,68,1550.595
68,1437.9381,87,1421.9351
73,1391.0752,77,1389.8838
77,1636.7938,73,1637.9852
84,1422.0463,89,1413.4304
89,1263.4961,84,1272.1119
83,1362.8021,102,1350.7646
102,1331.9382,83,1343.9757
114,1421.9351,115,1419.428
115,1637.9852,114,1640.4923
76,1340.5277,81,1337.1909
81,1413.4304,76,1416.7672
93,1350.7646,90,1356.8014
90,1272.1119,93,1266.0752
64,1638.9725,59,1639.9706
59,1343.9757,64,1342.9777
90,1490.3363,103,1476.2399
103,1550.595,90,1564.6914
50,1640.4923,74,1610.6755
74,1389.8838,50,1419.7006
57,1564.6914,67,1546.4252
67,1476.2399,57,1494.5061
69,1546.4252,79,1531.5922
79,1337.1909,69,1352.0239
89,1462.3651,83,1465.479
